,artist,album,reviewauthor,score,releaseyear,reviewdate,recordlabel,genre,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
15204,BEAST,Ens,Piotr Orlov,6.8,2018,December 1 2018,Thrill Jockey,Electronic,0.471857143,0.343957143,3.142857143,-15.59214286,0.040785714,0.855571429,0.916,0.149571429,0.1952,119.50257140000002
15205,La Big Vic,Dub the World! Actually Remixed,Martin Douglas,7.4,2012,February 21 2012,Underwater Peoples,Pop/R&B,0.688909091,0.512272727,4.818181818,-10.06363636,0.038754545,0.033971818,0.385754545,0.132481818,0.463909091,119.3714545
15206,Joan of Arc,In Rape Fantasy and Terror Sex We Trust,Julianne Escobedo Shepherd,5.0,2003,May 18 2003,Perishable,Metal,0.544571429,0.543642857,5.285714286,-10.9105,0.068835714,0.761357143,0.392344856,0.237428571,0.343157143,113.8995
15207,VEGA,Well Known Pleasures,Marc Hogan,6.0,2009,July 10 2009,Vogue College,Rock,0.449333333,0.914,6.888888889,-6.446111111,0.079744444,0.0103967,0.238983667,0.1909,0.437555556,123.65833329999998
15208,Isis,In the Absence of Truth,Brandon Stosuy,8.3,2006,November 29 2006,Ipecac,Metal,0.3314,0.6921111109999999,5.1111111110000005,-9.855777778,0.0633333329999999,0.139949111,0.7878888890000001,0.208666667,0.255055556,118.0015556
15209,The Like Young,Last Secrets,Joe Tangari,6.3,2006,June 23 2006,Polyvinyl,Rock,0.3565384620000001,0.8106923079999999,5.307692308,-8.731076923,0.070276923,0.153916154,0.106357262,0.260769231,0.3178,137.1808462
15210,The Necks,Unfold,Grayson Haver Currin,8.0,2017,February 18 2017,Ideologic Organ,Experimental,0.5125833329999999,0.66275,4.5,-5.442916667,0.038983333,0.278133333,1.66e-05,0.145008333,0.5441,134.3899167
15211,My Brightest Diamond,A Thousand Shark's Teeth,Ryan Dombal,6.1,2008,June 20 2008,Asthmatic Kitty,Rock,0.440363636,0.297045455,5.818181817999999,-14.96645455,0.034554545,0.662727273,0.196466182,0.159218182,0.248009091,117.1047273
15212,Dax Riggs,We Sing of Only Blood or Love,Aaron Leitko,5.7,2007,November 9 2007,Fat Possum,Metal,0.457133333,0.6772,6.666666667,-6.3152,0.070013333,0.195795247,0.050195718,0.11534,0.467333333,129.5080667
15213,Tomorrow's People,Open Soul,Andy Beta,6.8,1976,January 28 2017,Melodies International,Pop/R&B,0.5670000000000001,0.8135,6.5,-7.354833332999999,0.04735,0.224393333,0.275863815,0.2785,0.735166667,135.9208333
15214,Yo Gotti,Live From the Kitchen,Jordan Sargent,5.6,2012,February 8 2012,RCA,Rap,0.7289090909999999,0.7648181820000001,7.727272727000001,-5.186272727,0.205545455,0.137090909,0.0,0.201063636,0.534109091,130.6787273
15215,Gossip,Arkansas Heat EP,Alison Fields,6.5,2002,August 21 2002,Kill Rock Stars,Electronic,0.3665,0.890833333,2.166666667,-4.271833333,0.077833333,0.184585,0.372788167,0.127316667,0.561333333,159.7501667
15216,Dungen,Allas Sak,Aaron Leitko,8.0,2015,September 22 2015,Mexican Summer,Rock,0.3312,0.6781,3.9,-6.6720000000000015,0.03871,0.3304154,0.28976,0.23105,0.35373,120.6412
15217,Pink Floyd,"Oh, By the Way",Nate Patrin,4.0,2007,December 10 2007,EMI,Rock,0.3653,0.2674,5.6,-18.16,0.03761,0.7355,0.1975302,0.14215,0.3841,111.5697
15218,Spring Heel Jack,Oddities,James P. Wisdom,7.7,2000,May 9 2000,Thirsty Ear,Jazz,0.6418125,0.31939375,2.8125,-17.3826875,0.065725,0.388322063,0.696858,0.141575,0.621625,114.15425
15219,E-40,Connected and Respected,Torii MacAdams,6.7,2018,April 14 2018,Heavy on the Grind,Rap,0.835,0.679631579,3.578947368,-6.107736842,0.352894737,0.19193,0.000358143,0.167005263,0.449731579,100.4457368
15220,Robert Glasper Trio,Covered,Marcus J. Moore,6.7,2015,June 18 2015,Blue Note,Jazz,0.3884,0.424,8.2,-9.285,0.0302,0.40376,3.08e-05,0.09236,0.15354,124.9348
15221,Max Tundra,Some Best Friend You Turned Out to Be,Matt LeMay,9.2,2000,December 12 2000,Domino,Electronic,0.488181818,0.627545455,5.090909091,-12.54690909,0.046372727,0.432626364,0.6368,0.280790909,0.617572727,117.6075455
15222,Blur,The Best of Blur,Rich Juzwiak,8.6,2000,November 21 2000,Virgin,Rock,0.49479,0.74055,6.4,-8.0193,0.050545,0.12781055,0.05974209,0.204055,0.60565,122.046
15223,J.G. Biberkopf,Ecologies II: Ecosystems of Excess,Louis Pattison,6.3,2016,November 17 2016,Knives,Electronic,0.31,0.387453846,5.769230769,-15.54576923,0.064161538,0.408876923,0.658506385,0.178738462,0.096569231,115.2654615
15224,Elbow,The Take Off and Landing of Everything,Jason Heller,6.2,2014,March 13 2014,Fiction,Rock,0.5015,0.4675,3.2,-9.7559,0.03904,0.38754,0.007468695,0.13818,0.23497,108.8574
15225,Erasmo Carlos,Erasmo Carlos E Os Tremendões,Michael J. Agovino,9.0,1970,March 7 2017,Light in the Attic,Global,0.5035,0.502083333,6.416666667,-11.14741667,0.0702583329999999,0.555225,0.003820475,0.191075,0.607833333,110.5268333
15226,The Juan MacLean,The Future Will Come,Nate Patrin,7.4,2009,March 27 2009,DFA,Electronic,0.685,0.7161,6.1,-7.2156,0.04557,0.2034147,0.310106,0.13007,0.7435,117.9682
15227,Caroline Says,"50,000,000 Elvis Fans Can’t Be Wrong",Philip Cosores,7.2,2014,August 7 2017,Western Vinyl,Folk/Country,0.462555556,0.5016666670000001,5.777777778,-9.625,0.031933333,0.52941,0.436273778,0.172844444,0.348222222,111.2617778
15228,Rich Kidz,Straight Like That 3,Mike Powell,6.0,2012,December 13 2012,Self-released,Rap,0.706,0.945,3.0,-5.982333333,0.074366667,0.014208467,0.803333333,0.091366667,0.225666667,126.004
15229,Ryan Ferguson,Only Trying to Help,Adam Moerder,2.8,2007,September 25 2007,Better Looking,Rock,0.487181818,0.735727273,5.545454545,-4.841545455,0.035018182,0.052427273,0.001493922,0.166754545,0.438090909,119.1016364
15230,Sunn O))),Life Metal,Grayson Haver Currin,8.4,2019,April 25 2019,Southern Lord,Experimental,0.13975,0.119275,5.75,-10.21925,0.04095,0.213825,0.831,0.1131,0.03285,93.484
15231,Fennesz,Black Sea,Mark Richardson,8.4,2008,December 3 2008,Touch,Experimental,0.600142857,0.8422857140000001,5.285714286,-6.885214286,0.059428571,0.100249071,0.095602053,0.235421429,0.711785714,133.6485
15232,Flamin' Groovies,Shake Some Action,Joe Tangari,8.5,1976,September 5 2005,Sire,Electronic,0.439357143,0.7340714290000001,4.1428571430000005,-9.382071429,0.038257143,0.074904786,0.121177883,0.196621429,0.632714286,129.66928570000002
15233,RJD2,More Is Than Isn't,Nate Patrin,7.7,2013,October 7 2013,Electrical Connections,Electronic,0.6201875,0.6649375,5.0625,-7.9154375,0.12825625,0.282114375,0.459527688,0.18599375,0.46728125,104.807125
15234,MIKE,May God Bless Your Hustle,Matthew Strauss,8.3,2017,June 30 2017,Self-released,Rap,0.527625,0.6829375,5.1875,-8.6095625,0.3473125,0.409675,0.07093489,0.329375,0.5585,110.3183125
15235,Szun Waves,New Hymn to Freedom,Piotr Orlov,7.2,2018,September 5 2018,The Leaf Label,Experimental,0.176833333,0.495283333,6.833333333,-10.584,0.0455,0.367666667,0.68,0.214666667,0.067666667,119.86733329999998
15236,The Pains of Being Pure at Heart,Higher Than the Stars EP,Joe Colly,8.0,2009,September 25 2009,Slumberland,Rock,0.511416667,0.609083333,2.583333333,-7.057916667000001,0.048316667,0.228508333,1.27e-06,0.139025,0.437166667,121.1995
15237,Angel Haze,Reservation EP,Jordan Sargent,8.0,2012,July 26 2012,True Panther,Rap,0.62,0.474666667,9.0,-13.07033333,0.0437,0.013846667,0.026193333,0.3022,0.628,127.6076667
15238,Molina and Johnson,Molina and Johnson,Stephen M. Deusner,5.1,2009,November 4 2009,Secretly Canadian,Rock,0.446571429,0.123442857,6.428571429,-15.24607143,0.040342857,0.928428571,0.173326293,0.131142857,0.17875,107.9755
15239,Royal Trux,Platinum Tips + Ice Cream,Stuart Berman,7.3,2017,June 10 2017,Drag City,Rock,0.408,0.829583333,4.75,-6.071583333,0.066716667,0.024485833,0.0714609829999999,0.435833333,0.435833333,117.38475
15240,Hand Habits,Wildly Idle (Humble Before the Void),Quinn Moreland,7.6,2017,February 15 2017,Woodsist,Rock,0.405076923,0.303769231,4.230769231,-13.83523077,0.033815385,0.5194769229999999,0.325500296,0.163692308,0.218,107.0014615
15241,Sebadoh,The Freed Man,Brandon Stosuy,8.6,1989,July 20 2007,Homestead,Experimental,0.45585,0.44535,6.1,-12.8792,0.127435,0.69705,0.198532161,0.260815,0.424075,119.5415
15242,Kanye West,My Beautiful Dark Twisted Fantasy,Ryan Dombal,10.0,2010,November 22 2010,Def Jam,Rap,0.5379230770000001,0.681092308,4.076923077,-5.94,0.128761538,0.187296923,0.0473807,0.393307692,0.364184615,112.3497692
15243,John Tejada,Signs Under Test,Abby Garnett,7.4,2015,February 4 2015,Kompakt,Electronic,0.7526363640000001,0.679727273,5.272727273,-10.71490909,0.055436364,0.071672618,0.882727273,0.107963636,0.436045455,118.8647273
15244,G Herbo,Humble Beast,David Drake,7.8,2017,October 20 2017,Machine Entertainment Group,Rap,0.642266667,0.755266667,3.6,-5.029466667,0.2934,0.169218333,1.67e-07,0.213373333,0.41014,133.29093329999998
15245,The Black Heart Procession,In the Fishtank 11,Joe Tangari,7.8,2004,March 23 2004,Touch and Go,Rock,0.409666667,0.5215,5.333333333,-10.739,0.030783333,0.39805,0.787333333,0.10365,0.21775,117.414
15246,Tensnake,Glow,Larry Fitzmaurice,5.7,2014,March 11 2014,Astralwerks,Electronic,0.503727273,0.389727273,6.0,-7.980545455,0.0379,0.7850909090000001,4.24e-05,0.1987,0.437090909,107.4351818
15247,Jackson and His Computerband,Glow,Nate Patrin,4.2,2013,September 6 2013,Warp,Electronic,0.503727273,0.389727273,6.0,-7.980545455,0.0379,0.7850909090000001,4.24e-05,0.1987,0.437090909,107.4351818
15248,Johanna Warren,Gemini II,Sam Sodomsky,7.0,2018,February 24 2018,Spirit House ,Folk/Country,0.448444444,0.305333333,5.888888889,-12.77011111,0.032555556,0.899222222,0.035740653,0.104055556,0.276922222,106.5301111
15249,Frog Eyes,The Golden River,Matt LeMay,9.1,2003,August 12 2003,Animal World,Rock,0.27975,0.60925,6.75,-11.8515,0.046865,0.32996171,0.37609182,0.26739,0.36375,114.4389
15250,Kilchhofer,The Book Room,Philip Sherburne,7.7,2018,February 6 2018,Marionette,Electronic,0.56015,0.357265,5.7,-18.90335,0.097405,0.6575,0.8307,0.20881,0.362325,119.66345
15251,Yung Lean,Unknown Memory,Jonah Bromwich,3.6,2014,September 24 2014,Self-released,Rap,0.573153846,0.591615385,6.0,-9.206538462,0.124376923,0.241015385,0.138651841,0.205646154,0.223915385,123.3999231
15252,Worm Ouroboros,What Graceless Dawn,Sam Sodomsky,7.5,2016,December 29 2016,Profound Lore,Metal,0.2038,0.247,4.0,-14.60483333,0.033583333,0.3667,0.667666667,0.123116667,0.08475,90.02416667
15253,De Lux,More Disco Songs About Love,Jesse Dorris,6.1,2018,January 27 2018,Innovative Leisure,Electronic,0.6796,0.8573,5.9,-6.2162,0.05476,0.079855,0.06159296,0.17075,0.8733,119.0307
15254,Haley Bonar,Big Star,Stephen M. Deusner,7.1,2008,July 29 2008,Afternoon,Folk/Country,0.385727273,0.3946727270000001,5.454545455,-11.51327273,0.033618182,0.588272727,0.000816481,0.115245455,0.284545455,127.3856364
15255,The Frames,Burn the Maps,Jason Crock,4.7,2005,February 1 2005,Anti-,Rock,0.428833333,0.4615,6.166666667,-9.151333333,0.043175,0.222687617,0.276380358,0.112266667,0.325575,129.7269167
15256,Om,Advaitic Songs,Mike Powell,5.2,2012,July 27 2012,Drag City,Metal,0.4496,0.3886,7.6,-13.8524,0.03576,0.37926,0.7032,0.08686,0.10878,118.997
15257,Ty Money,Cinco De Money,David Drake,7.8,2015,July 16 2015,Self-released,Rap,0.782615385,0.574153846,6.230769231,-8.498769231,0.2967,0.183792308,1.24e-05,0.159169231,0.420384615,125.3348462
15258,Saturday Looks Good to Me,Every Night,David Moore,7.5,2004,September 30 2004,Polyvinyl,Rock,0.887,0.784,8.0,-5.598,0.199,0.0244,0.0,0.112,0.408,98.984
15259,Ghost Culture,Ghost Culture,Philip Sherburne,7.1,2015,January 13 2015,Phantasy,Electronic,0.590923077,0.795384615,5.923076922999999,-6.947230769,0.056576923,0.244293077,0.534653846,0.150376923,0.315692308,119.37861540000002
15260,Christy & Emily,Gueen's Head,Stephen M. Deusner,6.2,2007,September 24 2007,Social Registry,Folk/Country,0.335625,0.243275,4.25,-16.74525,0.0462,0.946625,0.53569125,0.1496875,0.2282,120.95375
15261,Gang of Four,Hard,Joe Tangari,3.8,2003,February 9 2003,Wounded Bird,Rock,0.906,0.588,1.0,-4.643,0.35,0.018,0.0,0.113,0.324,136.00799999999998
15262,Eat Skull,Wild and Inside,Joe Colly,7.6,2009,May 26 2009,Siltbreeze,Experimental,0.286708333,0.76375,5.0,-5.146916667,0.07055,0.395483333,0.625308333,0.225966667,0.384291667,125.1569167
15263,Jurassic 5,Power in Numbers,Sam Chennault,7.1,2002,October 13 2002,Interscope,Rap,0.8387058820000001,0.7081764709999999,6.235294118,-7.202000000000001,0.224588235,0.190006471,0.078770808,0.239011765,0.7671176470000001,100.3638824
15264,Christian Scott aTunde Adjuah,Ruler Rebel,Seth Colter Walls,7.6,2017,October 21 2017,Ropeadope,Jazz,0.473375,0.667,4.5,-7.474125,0.0941875,0.095109,0.7645,0.163325,0.22175,93.297
15265,Trans Am,Sex Change,Jason Crock,7.0,2007,February 28 2007,Thrill Jockey,Metal,0.522363636,0.806454545,5.181818182,-9.141363636,0.048454545,0.008705921,0.807090909,0.182718182,0.518272727,132.5650909
15266,Nodzzz,Innings,Zach Kelly,7.1,2011,May 17 2011,Woodsist,Electronic,0.604285714,0.939357143,4.785714286,-3.431428571,0.087071429,0.530835714,0.059241969,0.184285714,0.8150714290000001,145.98071430000005
15267,Mount Kimbie,Crooks & Lovers,Mike Powell,8.0,2010,July 23 2010,Hotflush,Electronic,0.602818182,0.535900909,5.0,-9.556636364,0.191990909,0.387009091,0.719742545,0.189154545,0.444427273,121.9088182
15268,The Maghreban,01DEAS,Philip Sherburne,7.2,2018,March 27 2018,R&S,Electronic,0.574076923,0.696461538,5.615384615,-11.70538462,0.091753846,0.242396154,0.673192308,0.195307692,0.377415385,126.577
15269,Boris,Attention Please,Grayson Currin,7.1,2011,May 20 2011,Sargent House,Metal,0.441083333,0.962083333,6.083333333,-3.133583333,0.105491667,0.0076909169999999,2.24e-05,0.255608333,0.402416667,128.385
15270,Calexico,Spiritoso,Stephen M. Deusner,6.8,2013,July 11 2013,Anti-,Rock,0.34825,0.60475,5.666666667,-9.610583333,0.050208333,0.455583333,0.201998025,0.759,0.33025,119.3370833
15271,We Have Band,WHB,Jonathan Garrett,3.7,2010,April 19 2010,Naïve,Electronic,0.634916667,0.71925,4.166666667,-6.604,0.03135,0.181039167,0.253142218,0.160841667,0.566675,130.8064167
15272,Datarock,Datarock Datarock,Nick Sylvester,7.8,2005,May 4 2005,Young Aspiring Professionals,Electronic,0.599,0.807615385,5.0,-5.6241538460000005,0.056353846,0.040603308,0.171268388,0.177069231,0.697615385,123.2084615
15273,Langtry,As Upon the Road Thereto,Joe Tangari,7.1,2004,March 20 2005,Soft Abuse,Folk/Country,0.3914,0.3349,3.3,-10.7977,0.05922,0.7248,0.9137,0.12664,0.20965,109.5725
15274,David Dondero,South of the South,Brian Howe,6.5,2005,November 13 2005,Team Love,Rock,0.7852727270000001,0.614818182,5.909090909,-8.638545455,0.139336364,0.1693909089999999,0.000557,0.220345455,0.476727273,137.261
15275,Stephin Merritt,Obscurities,Brandon Stosuy,7.5,2011,September 1 2011,Merge,Rock,0.513285714,0.627642857,4.0,-7.299857143,0.070992857,0.496899286,0.055797851,0.131314286,0.584285714,122.9198571
15276,Múm,Sing Along to Songs You Don't Know,Marc Hogan,3.9,2009,September 29 2009,Morr,Electronic,0.5395,0.495433333,6.083333333,-10.90475,0.043016667,0.721141667,0.304443333,0.126641667,0.2248,124.4673333
15277,The Tallest Man on Earth,There's No Leaving Now,Lindsay Zoladz,7.1,2012,June 12 2012,Dead Oceans,Folk/Country,0.5158,0.4402,7.1,-5.6114,0.03311,0.8496,0.00385594,0.11027,0.3996,136.5325
15278,William Basinski,On Time Out of Time,Andy Beta,8.0,2019,March 13 2019,Temporary Residence,Experimental,0.154825,0.1878,8.375,-26.600625,0.0680125,0.89275,0.919,0.1584125,0.0832,103.171625
15279,Nadine Shah,Holiday Destination,Laura Snapes,7.6,2017,September 1 2017,1965,Rock,0.6464,0.7149,5.5,-6.6586,0.03744,0.1277039999999999,0.192231,0.16042,0.50163,130.9974
15280,Flim,Given You Nothing,Mark Richardson,8.1,2002,August 7 2002,Tomlab,Electronic,0.396145455,0.1638181819999999,5.727272727000001,-18.99290909,0.045254545,0.954272727,0.868272727,0.102981818,0.120572727,107.174
15281,Faust,Faust,Dominique Leone,9.0,1971,September 25 2001,Collector's Choice,Rock,0.455,0.556846154,5.692307692000001,-13.84061538,0.059553846,0.410861538,0.551623077,0.212076923,0.414169231,120.8796154
15282,Helado Negro,Private Energy,Matthew Ismael Ruiz,8.1,2016,October 8 2016,Asthmatic Kitty,Electronic,0.537176471,0.429082353,5.4117647060000005,-14.70123529,0.116541176,0.6737,0.307246176,0.199788235,0.368570588,112.4965882
15283,Hercules and Love Affair,The Feast of the Broken Heart,Miles Raymer,7.6,2014,May 30 2014,Atlantic,Electronic,0.7616,0.7283,6.8,-8.8785,0.05981,0.095171,0.07787443,0.13774,0.7531,118.6974
15284,Big Business,Quadruple Single EP,Tom Breihan,7.0,2011,August 30 2011,Gold Metal,Metal,0.768,0.925,6.0,-6.102,0.09585,0.014785,0.928,0.144,0.1745,125.0125
15285,Phthalocyanine,Zacks,Paul Cooper,8.3,2001,October 25 2001,Phthalo,Electronic,0.517,0.7665,8.75,-6.66925,0.03955,0.0002845,0.000238823,0.17175,0.24925,129.6365
15286,Guided by Voices,Cool Planet,Jason Heller,6.2,2014,May 13 2014,"Guided By Voices, Inc.",Rock,0.378333333,0.6337222220000001,6.777777778,-5.377999999999999,0.038905556,0.413344444,0.127874963,0.182472222,0.433516667,119.1012778
15287,Pearl Jam,Rearviewmirror (Greatest Hits 1991-2003),Scott Plagenhoef,5.9,2004,November 16 2004,Sony,Rock,0.36455,0.87855,5.75,-4.9688,0.063945,0.013268239,0.019507501,0.194225,0.3119,130.07
15288,The Chinese Stars,A Rare Sensation,Nick Sylvester,6.1,2004,July 6 2004,Three-One-G,Rock,0.500888889,0.716888889,3.888888889,-5.258444443999999,0.045188889,0.001198733,0.000806066,0.1559,0.668888889,142.2413333
15289,Luke Temple,Snowbeast,Jessica Suarez,7.4,2007,February 1 2008,Mill Pond,Pop/R&B,0.589166667,0.405883333,6.166666667,-14.37441667,0.039975,0.6245,0.4701601,0.1942,0.374666667,117.96
15290,The Rural Alberta Advantage,Mended With Gold,Ian Cohen,6.9,2014,October 7 2014,Saddle Creek,Rock,0.54875,0.7425,5.25,-6.800416667,0.054658333,0.12541775,0.002341215,0.109233333,0.25435,122.09075
15291,Zane Trow,For Those Who Hear Actual Voices,Joe Tangari,7.8,2004,December 8 2004,Room40,Electronic,0.134125,0.058565,4.583333333,-28.21591667,0.048108333,0.737316667,0.9225,0.120825,0.101083333,101.2944167
15292,Midnight Movies,Lion the Girl,Liz Colville,6.7,2007,July 24 2007,New Line,Rock,0.295636364,0.7391818179999999,5.909090909,-6.986636364,0.045663636,0.066873909,0.368081818,0.157136364,0.202681818,139.03418180000003
15293,Leonard Cohen,You Want It Darker,Stacey Anderson,8.5,2016,October 24 2016,Columbia,Rock,0.480333333,0.207111111,4.0,-17.78033333,0.056666667,0.7234444440000001,0.318651111,0.113822222,0.266488889,97.62688889
15294,June Panic,Baby's Breadth,William Bowers,8.6,2002,March 27 2003,Secretly Canadian,Rock,0.452928571,0.526928571,4.1428571430000005,-9.531214286,0.037214286,0.127630786,0.090659214,0.222421429,0.322785714,117.467
15295,Depeche Mode,Remixes 2: 81-11,Douglas Wolk,4.3,2011,June 8 2011,Mute,Electronic,0.66325,0.75175,6.55,-5.5959,0.072875,0.0725349,0.31201029,0.16732,0.4063,126.5138
15296,Helmet,Size Matters,David Raposa,5.4,2004,November 29 2004,Interscope,Metal,0.4970000000000001,0.840090909,6.727272727000001,-3.919545455,0.076636364,0.000188336,0.000591955,0.180445455,0.380636364,144.4171818
15297,The Impossible Shapes,Laughter Fills Our Hollow Dome,Jason Nickey,8.5,2002,November 25 2002,Mr. Whiggs,Rock,0.541428571,0.397214286,5.571428571,-12.38221429,0.03215,0.491642857,0.154306425,0.219292857,0.416142857,113.4046429
15298,O'Death,Head Home,William Bowers,6.8,2006,November 3 2006,Self-released,Rock,0.4518,0.722866667,6.0,-4.3346,0.10182,0.359784,0.207275899,0.148613333,0.38254,124.593
15299,The Bird and the Bee,The Bird and the Bee,Rob Mitchum,6.0,2007,February 13 2007,Blue Note,Electronic,0.5228,0.8085,6.1,-4.32855,0.0723299999999999,0.06569464,2.01e-05,0.254165,0.5281,109.6525
15300,You Say Party,Lose All Time,Adam Moerder,6.8,2007,July 6 2007,Paper Bag,Electronic,0.34525,0.7586666670000001,4.0,-6.030416667000001,0.116816667,0.1580314169999999,0.209035333,0.223566667,0.355525,138.7645
15301,Terror Danjah,The Dark Crawler,Andrew Gaerig,5.7,2012,October 2 2012,Hyperdub,Electronic,0.636285714,0.567571429,6.714285714,-12.46428571,0.035171429,0.1417,0.001174629,0.218114286,0.734142857,132.0105714
15302,Adventure,Lesser Known,Larry Fitzmaurice,7.2,2011,March 17 2011,Carpark,Electronic,0.649571429,0.682857143,6.285714286,-7.344714286,0.074228571,0.218357143,0.115006371,0.179985714,0.549428571,118.9442857
15303,Múm,Finally We Are No One,Mark Richardson,7.5,2002,May 20 2002,Fat Cat,Electronic,0.419290909,0.453090909,2.363636364,-15.11909091,0.052263636,0.657118182,0.683581818,0.183281818,0.193481818,114.5524545
15304,Menomena,I Am the Fun Blame Monster,Joe Tangari,8.7,2003,October 21 2003,Barsuk,Experimental,0.575888889,0.5327777779999999,5.666666667,-10.21944444,0.055655556,0.243941178,0.453802556,0.119561111,0.322033333,135.8771111
15305,Kim Hiorthøy,My Last Day,Marc Masters,6.2,2007,December 5 2007,Smalltown Supersound,Electronic,0.54875,0.241475,5.25,-20.96675,0.063375,0.98825,0.921,0.1186,0.458,94.66525
